Date,Open,High,Low,Close,Adj Close,Volume
2013-11-01,114.80999755859375,114.93000030517578,114.29000091552734,114.51000213623047,82.78540802001953,1965300
2013-11-04,114.66000366210938,114.79000091552734,114.5199966430664,114.54000091552734,82.80709075927734,772400
2013-11-05,114.33000183105469,114.33000183105469,113.91999816894531,114.05000305175781,82.45285034179688,1264700
2013-11-06,114.2300033569336,114.23999786376953,114.08000183105469,114.18000030517578,82.54679870605469,1060000
2013-11-07,114.37000274658203,114.48999786376953,114.20999908447266,114.41000366210938,82.71314239501953,1337000
2013-11-08,113.4800033569336,113.51000213623047,113.27999877929688,113.29000091552734,81.90338134765625,1634000
2013-11-11,113.22000122070312,113.27999877929688,113.01000213623047,113.0999984741211,81.76604461669922,1241500
2013-11-12,113.04000091552734,113.22000122070312,113.0,113.18000030517578,81.8238525390625,2301900
2013-11-13,113.33000183105469,113.56999969482422,113.30000305175781,113.44000244140625,82.01183319091797,4339700
2013-11-14,113.73999786376953,114.13999938964844,113.66000366210938,114.05999755859375,82.4600830078125,1355100
2013-11-15,114.08000183105469,114.1500015258789,113.93000030517578,114.05999755859375,82.4600830078125,1451200
2013-11-18,114.12000274658203,114.56999969482422,114.12000274658203,114.56999969482422,82.82879638671875,3003900
2013-11-19,114.36000061035156,114.45999908447266,114.16999816894531,114.16999816894531,82.53961944580078,914200
2013-11-20,114.13999938964844,114.44000244140625,113.5199966430664,113.68000030517578,82.18534088134766,1881300
2013-11-21,113.58999633789062,113.93000030517578,113.33000183105469,113.9000015258789,82.34436798095703,3320600
2013-11-22,114.02999877929688,114.30000305175781,114.0,114.30000305175781,82.6335678100586,1190900
2013-11-25,114.2699966430664,114.54000091552734,114.2699966430664,114.5,82.7781753540039,1189200
2013-11-26,114.5199966430664,114.77999877929688,114.5199966430664,114.7300033569336,82.9444580078125,1044500
2013-11-27,114.5999984741211,114.80999755859375,114.27999877929688,114.75,82.95891571044922,2387900
2013-11-29,114.37000274658203,114.75,114.33999633789062,114.66000366210938,82.89384460449219,741200
2013-12-02,114.0999984741211,114.19999694824219,113.73999786376953,113.75,82.50077056884766,5714000
2013-12-03,113.88999938964844,114.13999938964844,113.88999938964844,114.04000091552734,82.71109008789062,1164500
2013-12-04,113.41999816894531,113.72000122070312,113.41999816894531,113.66999816894531,82.44271850585938,1705000
2013-12-05,113.38999938964844,113.58999633789062,113.23999786376953,113.41999816894531,82.2613754272461,1234400
2013-12-06,113.43000030517578,113.69000244140625,113.33999633789062,113.66000366210938,82.43549346923828,737400
2013-12-09,113.66000366210938,113.8499984741211,113.66000366210938,113.83000183105469,82.55875396728516,590100
2013-12-10,114.16999816894531,114.30999755859375,113.98999786376953,114.29000091552734,82.89240264892578,1171600
2013-12-11,114.19999694824219,114.29000091552734,113.94000244140625,113.97000122070312,82.66029357910156,1087800
2013-12-12,113.86000061035156,113.91999816894531,113.70999908447266,113.77999877929688,82.52249908447266,877300
2013-12-13,113.98999786376953,114.12999725341797,113.81999969482422,114.08999633789062,82.747314453125,904000
2013-12-16,114.27999877929688,114.3499984741211,114.05999755859375,114.18000030517578,82.81259155273438,1593500
2013-12-17,114.08999633789062,114.5199966430664,114.08999633789062,114.5199966430664,83.05919647216797,1500800
2013-12-18,114.33000183105469,114.9000015258789,114.04000091552734,114.5199966430664,83.05919647216797,1946900
2013-12-19,114.19000244140625,114.5,114.16999816894531,114.3499984741211,82.9359130859375,2493300
2013-12-20,114.66000366210938,114.87999725341797,114.51000213623047,114.87999725341797,83.32032012939453,1269700
2013-12-23,114.81999969482422,115.04000091552734,114.69000244140625,114.69999694824219,83.18975067138672,1204900
2013-12-24,114.5199966430664,115.0,114.51000213623047,114.66999816894531,83.16795349121094,1003500
2013-12-26,114.16999816894531,114.38999938964844,114.16999816894531,114.23999786376953,83.10835266113281,2268000
2013-12-27,114.08000183105469,114.23999786376953,114.04000091552734,114.13999938964844,83.0355453491211,2463600
2013-12-30,114.19999694824219,114.48999786376953,114.19999694824219,114.4800033569336,83.28290557861328,2790000
2013-12-31,114.30000305175781,114.48999786376953,114.0199966430664,114.19000244140625,83.07197570800781,1658600
2014-01-02,114.29000091552734,114.45999908447266,114.11000061035156,114.41000366210938,83.23200225830078,1887700
2014-01-03,114.22000122070312,114.73999786376953,114.22000122070312,114.58000183105469,83.3556900024414,1695800
2014-01-06,114.73999786376953,114.88999938964844,114.6500015258789,114.83000183105469,83.53756713867188,1171700
2014-01-07,114.91999816894531,114.94000244140625,114.66000366210938,114.73999786376953,83.47209930419922,1086500
2014-01-08,114.5,114.52999877929688,114.1500015258789,114.25,83.11563873291016,1067000
2014-01-09,114.4000015258789,114.51000213623047,114.18000030517578,114.51000213623047,83.30475616455078,1216000
2014-01-10,114.91000366210938,115.25,114.88999938964844,115.12999725341797,83.75581359863281,1736900
2014-01-13,115.2300033569336,115.44999694824219,115.16999816894531,115.3499984741211,83.91580963134766,2109900
2014-01-14,115.19999694824219,115.30000305175781,115.0,115.01000213623047,83.66851043701172,1529100
2014-01-15,114.80000305175781,115.08999633789062,114.73999786376953,115.04000091552734,83.69031524658203,1495000
2014-01-16,115.22000122070312,115.31999969482422,115.16999816894531,115.30999755859375,83.8867416381836,1372300
2014-01-17,115.19000244140625,115.44000244140625,115.11000061035156,115.44000244140625,83.98131561279297,1766000
2014-01-21,115.2699966430664,115.4000015258789,115.2699966430664,115.27999877929688,83.86493682861328,1114100
2014-01-22,115.16000366210938,115.29000091552734,114.98999786376953,115.0,83.66126251220703,1687800
2014-01-23,115.22000122070312,115.5999984741211,115.19999694824219,115.44000244140625,83.98131561279297,1597600
2014-01-24,115.48999786376953,115.62999725341797,115.2699966430664,115.36000061035156,83.92314147949219,1681100
2014-01-27,115.2699966430664,115.58999633789062,115.13999938964844,115.13999938964844,83.76306915283203,1979600
2014-01-28,115.4000015258789,115.69999694824219,115.30000305175781,115.69999694824219,84.17046356201172,2420900
2014-01-29,115.72000122070312,115.98999786376953,115.58000183105469,115.93000030517578,84.3377914428711,2105500
2014-01-30,115.83000183105469,116.0199966430664,115.66999816894531,115.98999786376953,84.38145446777344,1821900
2014-01-31,116.05000305175781,116.33999633789062,116.01000213623047,116.33999633789062,84.63605499267578,1427400
2014-02-03,115.88999938964844,116.75,115.83000183105469,116.73999786376953,85.18185424804688,6064600
2014-02-04,116.33000183105469,116.33999633789062,116.0999984741211,116.18000030517578,84.77324676513672,2015000
2014-02-05,116.0,116.01000213623047,115.77999877929688,115.80999755859375,84.50328826904297,3226900
2014-02-06,115.75,115.83000183105469,115.62000274658203,115.69999694824219,84.42300415039062,853500
2014-02-07,115.83000183105469,116.16999816894531,115.77999877929688,116.05999755859375,84.6856689453125,1076900
2014-02-10,115.93000030517578,116.12000274658203,115.87999725341797,116.11000061035156,84.72216033935547,1048800
2014-02-11,115.87000274658203,115.93000030517578,115.70999908447266,115.87000274658203,84.54705047607422,2288900
2014-02-12,115.69999694824219,115.72000122070312,115.45999908447266,115.5199966430664,84.29168701171875,971500
2014-02-13,116.04000091552734,116.0999984741211,115.8499984741211,116.0,84.64188385009766,1125500
2014-02-14,116.12000274658203,116.22000122070312,115.9800033569336,116.22000122070312,84.80240631103516,1063900
2014-02-18,116.3499984741211,116.6500015258789,116.29000091552734,116.45999908447266,84.97756958007812,1034400
2014-02-19,116.69999694824219,116.69999694824219,116.26000213623047,116.33000183105469,84.88268280029297,1556900
2014-02-20,116.19000244140625,116.30999755859375,116.0,116.18000030517578,84.77324676513672,1148800
2014-02-21,116.05999755859375,116.33999633789062,116.04000091552734,116.30000305175781,84.86077117919922,711000
2014-02-24,116.41000366210938,116.45999908447266,116.2300033569336,116.36000061035156,84.90455627441406,703600
2014-02-25,116.62999725341797,116.80999755859375,116.44999694824219,116.80999755859375,85.2329330444336,787300
2014-02-26,116.80000305175781,117.19999694824219,116.79000091552734,117.19000244140625,85.51021575927734,898200
2014-02-27,117.29000091552734,117.44000244140625,117.26000213623047,117.38999938964844,85.65615844726562,964900
2014-02-28,117.2300033569336,117.36000061035156,117.02999877929688,117.31999969482422,85.60505676269531,1791900
2014-03-03,117.05999755859375,117.29000091552734,116.95999908447266,117.27999877929688,85.82904052734375,1292700
2014-03-04,116.9800033569336,117.04000091552734,116.6500015258789,116.6500015258789,85.36798095703125,1075900
2014-03-05,116.56999969482422,116.8499984741211,116.55000305175781,116.58999633789062,85.32402038574219,2869300
2014-03-06,116.13999938964844,116.37999725341797,116.12000274658203,116.23999786376953,85.06788635253906,1271000
2014-03-07,115.94999694824219,116.0,115.63999938964844,115.81999969482422,84.76052856445312,1473800
2014-03-10,115.69999694824219,115.79000091552734,115.62000274658203,115.63999938964844,84.6288070678711,1851400
